id,digit
3369,8
3370,5
3371,0
3372,3
3373,9
3374,1
3375,7
3376,3
3377,2
3378,2
3379,3
3380,2
3381,1
3382,5
3383,4
3384,9
3385,8
3386,9
3387,5
3388,2
3389,2
3390,4
3391,0
3392,8
3393,1
3394,0
3395,4
3396,3
3397,4
3398,6
3399,5
3400,6
3401,8
3402,9
3403,9
3404,0
3405,8
3406,9
3407,1
3408,0
3409,7
3410,8
3411,1
3412,4
3413,0
3414,6
3415,8
3416,9
3417,7
3418,7
3419,2
3420,0
3421,5
3422,1
3423,2
3424,0
3425,1
3426,1
3427,8
3428,8
3429,2
3430,0
3431,8
3432,6
3433,9
3434,1
3435,2
3436,3
3437,5
3438,9
3439,1
3440,1
3441,4
3442,3
3443,6
3444,1
3445,1
3446,8
3447,7
3448,7
3449,6
3450,1
3451,3
3452,3
3453,6
3454,8
3455,6
3456,5
3457,5
3458,5
3459,0
3460,2
3461,6
3462,1
3463,8
3464,9
3465,0
3466,1
3467,6
3468,7
3469,2
3470,3
3471,4
3472,1
3473,2
3474,4
3475,7
3476,8
3477,9
3478,9
3479,7
3480,2
3481,7
3482,1
3483,9
3484,4
3485,0
3486,0
3487,0
3488,7
3489,1
3490,7
3491,9
3492,8
3493,1
3494,3
3495,1
3496,8
3497,3
3498,1
3499,9
3500,2
3501,1
3502,4
3503,1
3504,3
3505,3
3506,2
3507,0
3508,3
3509,9
3510,6
3511,1
3512,1
3513,2
3514,1
3515,2
3516,8
3517,0
3518,8
3519,2
3520,7
3521,9
3522,2
3523,3
3524,5
3525,4
3526,2
3527,2
3528,0
3529,5
3530,2
3531,0
3532,0
3533,9
3534,1
3535,9
3536,7
3537,1
3538,5
3539,4
3540,1
3541,4
3542,7
3543,0
3544,2
3545,4
3546,6
3547,0
3548,9
3549,1
3550,4
3551,8
3552,1
3553,0
3554,1
3555,3
3556,9
3557,8
3558,4
3559,5
3560,8
3561,8
3562,3
3563,9
3564,6
3565,9
3566,7
3567,3
3568,9
3569,4
3570,9
3571,6
3572,5
3573,7
3574,2
3575,3
3576,6
3577,5
3578,5
3579,8
3580,4
3581,9
3582,1
3583,2
3584,7
3585,1
3586,9
3587,0
3588,4
3589,0
3590,0
3591,9
3592,6
3593,0
3594,1
3595,2
3596,3
3597,4
3598,1
3599,6
3600,9
3601,6
3602,4
3603,7
3604,4
3605,9
3606,6
3607,9
3608,2
3609,8
3610,3
3611,8
3612,2
3613,3
3614,7
3615,2
3616,9
3617,4
3618,0
3619,4
3620,5
3621,9
3622,9
3623,8
3624,4
3625,2
3626,9
3627,5
3628,5
3629,1
3630,9
3631,8
3632,9
3633,9
3634,2
3635,9
3636,2
3637,3
3638,8
3639,1
3640,2
3641,6
3642,3
3643,3
3644,5
3645,7
3646,4
3647,5
3648,6
3649,2
3650,9
3651,3
3652,7
3653,7
3654,0
3655,7
3656,6
3657,8
3658,8
3659,7
3660,9
3661,2
3662,6
3663,7
3664,7
3665,3
3666,5
3667,7
3668,2
3669,0
3670,2
3671,7
3672,9
3673,3
3674,4
3675,4
3676,9
3677,0
3678,9
3679,0
3680,2
3681,7
3682,6
3683,1
3684,2
3685,5
3686,4
3687,7
3688,9
3689,8
3690,1
3691,8
3692,8
3693,8
3694,7
3695,3
3696,1
3697,7
3698,4
3699,9
3700,2
3701,9
3702,2
3703,2
3704,3
3705,4
3706,1
3707,2
3708,6
3709,3
3710,3
3711,6
3712,3
3713,1
3714,1
3715,2
3716,2
3717,4
3718,2
3719,7
3720,1
3721,0
3722,2
3723,0
3724,8
3725,6
3726,2
3727,8
3728,7
3729,8
3730,0
3731,5
3732,3
3733,2
3734,9
3735,1
3736,4
3737,4
3738,0
3739,3
3740,2
3741,2
3742,0
3743,9
3744,0
3745,1
3746,0
3747,8
3748,5
3749,3
3750,2
3751,9
3752,4
3753,5
3754,0
3755,8
3756,3
3757,0
3758,4
3759,5
3760,1
3761,8
3762,4
3763,3
3764,8
3765,1
3766,3
3767,1
3768,5
3769,0
3770,3
3771,1
3772,7
3773,6
3774,6
3775,1
3776,8
3777,1
3778,5
3779,6
3780,2
3781,2
3782,9
3783,4
3784,2
3785,7
3786,2
3787,8
3788,8
3789,2
3790,9
3791,5
3792,7
3793,1
3794,7
3795,7
3796,7
3797,6
3798,5
3799,0
3800,0
3801,5
3802,3
3803,4
3804,6
3805,0
3806,6
3807,4
3808,3
3809,1
3810,2
3811,7
3812,6
3813,8
3814,7
3815,9
3816,5
3817,1
3818,6
3819,1
3820,0
3821,6
3822,0
3823,7
3824,2
3825,2
3826,8
3827,6
3828,1
3829,1
3830,5
3831,9
3832,3
3833,6
3834,7
3835,8
3836,6
3837,5
3838,2
3839,7
3840,3
3841,7
3842,2
3843,0
3844,4
3845,1
3846,5
3847,9
3848,9
3849,3
3850,0
3851,5
3852,9
3853,4
3854,7
3855,7
3856,1
3857,2
3858,5
3859,0
3860,5
3861,2
3862,9
3863,3
3864,4
3865,0
3866,6
3867,0
3868,8
3869,2
3870,3
3871,8
3872,8
3873,0
3874,6
3875,3
3876,7
3877,3
3878,4
3879,4
3880,7
3881,7
3882,3
3883,5
3884,3
3885,6
3886,7
3887,5
3888,7
3889,7
3890,1
3891,2
3892,5
3893,9
3894,7
3895,9
3896,1
3897,8
3898,9
3899,1
3900,3
3901,9
3902,7
3903,5
3904,2
3905,1
3906,8
3907,7
3908,5
3909,0
3910,0
3911,9
3912,7
3913,2
3914,3
3915,6
3916,5
3917,3
3918,6
3919,0
3920,9
3921,6
3922,4
3923,6
3924,7
3925,8
3926,2
3927,2
3928,1
3929,4
3930,3
3931,3
3932,6
3933,0
3934,6
3935,8
3936,9
3937,6
3938,4
3939,2
3940,8
3941,2
3942,7
3943,1
3944,7
3945,3
3946,4
3947,5
3948,8
3949,8
3950,1
3951,6
3952,4
3953,2
3954,2
3955,2
3956,4
3957,2
3958,9
3959,8
3960,1
3961,2
3962,5
3963,5
3964,0
3965,0
3966,0
3967,2
3968,2
3969,5
3970,6
3971,5
3972,5
3973,6
3974,3
3975,2
3976,0
3977,7
3978,1
3979,3
3980,7
3981,6
3982,9
3983,3
3984,9
3985,9
3986,0
3987,0
3988,8
3989,8
3990,9
3991,9
3992,8
3993,4
3994,3
3995,3
3996,3
3997,8
3998,7
3999,2
4000,9
4001,8
4002,3
4003,2
4004,3
4005,1
4006,3
4007,6
4008,8
4009,6
4010,9
4011,2
4012,6
4013,4
4014,8
4015,2
4016,1
4017,0
4018,9
4019,9
4020,3
4021,9
4022,4
4023,5
4024,4
4025,8
4026,0
4027,1
4028,8
4029,6
4030,4
4031,6
4032,5
4033,2
4034,1
4035,3
4036,7
4037,9
4038,0
4039,1
4040,5
4041,5
4042,1
4043,7
4044,9
4045,1
4046,2
4047,4
4048,7
4049,6
4050,5
4051,9
4052,6
4053,3
4054,6
4055,2
4056,6
4057,4
4058,2
4059,0
4060,1
4061,8
4062,2
4063,9
4064,1
4065,9
4066,0
4067,9
4068,2
4069,1
4070,0
4071,9
4072,3
4073,5
4074,0
4075,6
4076,3
4077,1
4078,0
4079,7
4080,0
4081,1
4082,9
4083,7
4084,2
4085,5
4086,0
4087,3
4088,9
4089,0
4090,3
4091,8
4092,5
4093,4
4094,8
4095,4
4096,8
4097,7
4098,9
4099,2
4100,7
4101,1
4102,9
4103,2
4104,5
4105,2
4106,6
4107,7
4108,5
4109,1
4110,2
4111,5
4112,9
4113,2
4114,4
4115,1
4116,5
4117,2
4118,3
4119,9
4120,1
4121,4
4122,0
4123,4
4124,0
4125,9
4126,1
4127,0
4128,5
4129,7
4130,6
4131,2
4132,1
4133,4
4134,9
4135,2
4136,3
4137,9
4138,8
4139,9
4140,7
4141,1
4142,8
4143,4
4144,9
4145,2
4146,5
4147,0
4148,3
4149,0
4150,7
4151,2
4152,0
4153,1
4154,6
4155,2
4156,7
4157,3
4158,7
4159,9
4160,0
4161,6
4162,3
4163,7
4164,2
4165,0
4166,2
4167,1
4168,5
4169,8
4170,4
4171,2
4172,9
4173,3
4174,7
4175,4
4176,5
4177,0
4178,9
4179,5
4180,3
4181,7
4182,9
4183,3
4184,1
4185,7
4186,4
4187,2
4188,4
4189,3
4190,4
4191,9
4192,2
4193,8
4194,3
4195,9
4196,8
4197,0
4198,7
4199,1
4200,0
4201,1
4202,4
4203,3
4204,3
4205,2
4206,8
4207,1
4208,9
4209,7
4210,4
4211,9
4212,2
4213,5
4214,7
4215,9
4216,0
4217,3
4218,6
4219,1
4220,8
4221,1
4222,2
4223,4
4224,2
4225,3
4226,5
4227,8
4228,7
4229,1
4230,7
4231,1
4232,4
4233,4
4234,5
4235,0
4236,9
4237,1
4238,7
4239,3
4240,9
4241,9
4242,4
4243,1
4244,3
4245,2
4246,3
4247,9
4248,5
4249,6
4250,1
4251,0
4252,4
4253,3
4254,6
4255,3
4256,3
4257,2
4258,9
4259,1
4260,3
4261,2
4262,4
4263,7
4264,2
4265,4
4266,6
4267,5
4268,2
4269,0
4270,4
4271,9
4272,0
4273,6
4274,8
4275,7
4276,0
4277,9
4278,7
4279,2
4280,3
4281,7
4282,1
4283,3
4284,0
4285,5
4286,0
4287,2
4288,9
4289,4
4290,2
4291,8
4292,3
4293,1
4294,1
4295,3
4296,0
4297,2
4298,7
4299,4
4300,4
4301,3
4302,3
4303,3
4304,7
4305,0
4306,2
4307,6
4308,7
4309,3
4310,5
4311,6
4312,4
4313,6
4314,7
4315,1
4316,1
4317,3
4318,7
4319,8
4320,9
4321,7
4322,9
4323,1
4324,8
4325,3
4326,0
4327,7
4328,0
4329,6
4330,8
4331,8
4332,6
4333,2
4334,2
4335,3
4336,2
4337,3
4338,5
4339,1
4340,6
4341,6
4342,3
4343,7
4344,7
4345,9
4346,7
4347,7
4348,2
4349,6
4350,1
4351,8
4352,0
4353,2
4354,5
4355,6
4356,6
4357,1
4358,5
4359,0
4360,7
4361,1
4362,9
4363,8
4364,8
4365,0
4366,2
4367,8
4368,5
4369,5
4370,9
4371,6
4372,4
4373,9
4374,6
4375,3
4376,6
4377,7
4378,8
4379,7
4380,3
4381,3
4382,5
4383,0
4384,5
4385,7
4386,1
4387,5
4388,4
4389,0
4390,9
4391,2
4392,4
4393,9
4394,6
4395,1
4396,0
4397,5
4398,9
4399,2
4400,2
4401,6
4402,5
4403,5
4404,2
4405,9
4406,8
4407,7
4408,6
4409,9
4410,2
4411,0
4412,1
4413,3
4414,4
4415,9
4416,1
4417,2
4418,0
4419,3
4420,6
4421,2
4422,4
4423,2
4424,2
4425,1
4426,0
4427,5
4428,8
4429,9
4430,7
4431,5
4432,1
4433,3
4434,8
4435,7
4436,0
4437,4
4438,9
4439,1
4440,3
4441,2
4442,2
4443,1
4444,2
4445,8
4446,0
4447,1
4448,2
4449,8
4450,6
4451,9
4452,2
4453,8
4454,0
4455,5
4456,3
4457,6
4458,0
4459,1
4460,3
4461,8
4462,3
4463,1
4464,0
4465,7
4466,8
4467,3
4468,0
4469,8
4470,8
4471,9
4472,4
4473,5
4474,0
4475,6
4476,3
4477,0
4478,1
4479,3
4480,1
4481,2
4482,0
4483,1
4484,9
4485,0
4486,9
4487,5
4488,3
4489,7
4490,1
4491,6
4492,8
4493,2
4494,8
4495,3
4496,3
4497,9
4498,0
4499,6
4500,4
4501,2
4502,6
4503,8
4504,3
4505,0
4506,8
4507,9
4508,2
4509,1
4510,3
4511,5
4512,6
4513,0
4514,5
4515,4
4516,1
4517,2
4518,4
4519,7
4520,9
4521,7
4522,4
4523,0
4524,2
4525,1
4526,2
4527,3
4528,3
4529,0
4530,7
4531,0
4532,5
4533,3
4534,1
4535,6
4536,7
4537,4
4538,4
4539,4
4540,3
4541,6
4542,6
4543,2
4544,0
4545,0
4546,8
4547,0
4548,4
4549,3
4550,9
4551,3
4552,0
4553,3
4554,8
4555,5
4556,1
4557,2
4558,4
4559,7
4560,7
4561,1
4562,7
4563,7
4564,6
4565,7
4566,2
4567,2
4568,9
4569,8
4570,8
4571,7
4572,2
4573,2
4574,2
4575,4
4576,1
4577,8
4578,1
4579,9
4580,3
4581,5
4582,8
4583,1
4584,5
4585,5
4586,7
4587,5
4588,7
4589,0
4590,8
4591,0
4592,6
4593,2
4594,2
4595,2
4596,8
4597,8
4598,7
4599,1
4600,9
4601,5
4602,8
4603,2
4604,3
4605,4
4606,1
4607,9
4608,9
4609,9
4610,0
4611,0
4612,8
4613,4
4614,8
4615,2
4616,5
4617,5
4618,5
4619,8
4620,7
4621,3
4622,2
4623,9
4624,9
4625,9
4626,4
4627,1
4628,4
4629,2
4630,4
4631,9
4632,1
4633,4
4634,3
4635,2
4636,0
4637,3
4638,2
4639,6
4640,3
4641,1
4642,1
4643,2
4644,2
4645,8
4646,9
4647,2
4648,9
4649,6
4650,8
4651,9
4652,2
4653,4
4654,7
4655,5
4656,1
4657,9
4658,2
4659,9
4660,0
4661,9
4662,7
4663,5
4664,7
4665,8
4666,7
4667,4
4668,7
4669,0
4670,4
4671,7
4672,2
4673,2
4674,2
4675,0
4676,2
4677,1
4678,7
4679,2
4680,0
4681,4
4682,0
4683,3
4684,5
4685,5
4686,1
4687,4
4688,1
4689,2
4690,4
4691,4
4692,7
4693,5
4694,6
4695,5
4696,0
4697,0
4698,3
4699,5
4700,0
4701,3
4702,2
4703,4
4704,4
4705,9
4706,4
4707,5
4708,3
4709,6
4710,8
4711,9
4712,3
4713,0
4714,6
4715,2
4716,2
4717,2
4718,3
4719,2
4720,7
4721,2
4722,6
4723,7
4724,7
4725,1
4726,9
4727,4
4728,9
4729,9
4730,6
4731,1
4732,0
4733,9
4734,7
4735,2
4736,8
4737,6
4738,2
4739,0
4740,2
4741,0
4742,6
4743,9
4744,2
4745,0
4746,0
4747,3
4748,2
4749,6
4750,0
4751,0
4752,2
4753,6
4754,3
4755,1
4756,4
4757,1
4758,8
4759,5
4760,9
4761,9
4762,3
4763,8
4764,4
4765,3
4766,2
4767,8
4768,8
4769,0
4770,1
4771,1
4772,9
4773,2
4774,4
4775,9
4776,0
4777,8
4778,5
4779,3
4780,2
4781,7
4782,8
4783,0
4784,8
4785,1
4786,8
4787,2
4788,4
4789,0
4790,8
4791,0
4792,3
4793,7
4794,5
4795,0
4796,5
4797,3
4798,9
4799,9
4800,4
4801,8
4802,8
4803,5
4804,4
4805,2
4806,7
4807,5
4808,4
4809,5
4810,2
4811,3
4812,6
4813,3
4814,1
4815,3
4816,5
4817,8
4818,8
4819,8
4820,4
4821,9
4822,9
4823,2
4824,1
4825,8
4826,9
4827,0
4828,0
4829,5
4830,3
4831,7
4832,3
4833,8
4834,5
4835,0
4836,2
4837,5
4838,2
4839,4
4840,2
4841,2
4842,8
4843,1
4844,6
4845,9
4846,2
